"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
353133,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CommonDiagram] Global preferences are shown in diagram pages (like diagram specific preferences)","2017-09-08 09:44:05"
354211,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[print] creation of user defined print format does not work","2017-09-08 09:45:11"
354998,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Plugins loaded at startup","2017-09-08 09:56:55"
355462,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[model abstraction] all team commands should be available for eGIT","2017-09-08 09:57:07"
355517,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Explorer] Move by D&D and Paste commands should be allowed when an appropriate containment link is targeted in the model explorer","2017-09-08 09:50:49"
356924,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[UMLPropertiesView] Type editor in property pages not updated after undo/redo of type rename action","2017-09-08 09:48:53"
357358,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Bad algorithm within HierarchicViewerFilter","2017-09-08 09:59:50"
357827,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[General] CommandWrappers classes are duplicated all over various plugins","2017-09-08 09:57:56"
358077,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[UMLPropertiesView][Usability] The UML property view should be improved for usability concerns","2017-09-08 09:55:46"
358800,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ControlMode] file name lost when using ""browse"" on control wizard","2017-03-13 08:12:05"
360829,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Enhancement] [All Diagram][Arrange All] The action Arrange All turns inside out the model","2017-09-08 09:52:58"
361361,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[StateMachineDiagram] Xtext transition editor only supports natural language","2017-09-12 10:21:10"
362194,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[SequenceDiagram] OccurrenceSpecification should have an optional stereotypable notation","2017-08-18 12:25:42"
362974,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[All Diagrams] Opening the ""custom"" color dialog box in the appearance tab will cause Windows to switch to another application (the dialog opens in the background).","2017-09-08 09:55:06"
363099,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ClassDiagram]  issues with changing association class ends","2017-09-08 09:47:28"
363147,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[General] Delete from diagram menu disappear in non-papyrus graphical editors","2017-09-08 09:44:57"
364062,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[UMLPropertiesView] Multiplicity parser should not be restricted to only integer literals","2017-09-08 09:53:07"
364586,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[UMLPropertiesView] There should be a better support for editing UML Datatype instances","2017-09-08 09:52:57"
365323,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Appearance] Truncated text in combo boxes","2017-09-08 09:57:04"
365696,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","property disappear","2017-09-08 09:58:26"
365881,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[All Diagrams] Display of ports does not contain the display for required/provided interfaces from type","2017-09-08 09:52:40"
365889,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] The deletion of a StructuredActivityNode not delete edges incoming or outgoing the region.","2017-08-02 11:37:21"
365891,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[General] Close/open diagram shall opened the lasted tab opened","2017-09-08 09:49:33"
365896,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ClassDiagram] Improvement of template parameter creation","2017-08-02 11:40:12"
366159,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] Activity Diagram should be able to handle correctly Interruptible Edge","2017-05-11 04:10:54"
366406,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Dependency client and supplier attributes should be editable in UML section of the property view","2017-09-08 09:49:55"
366944,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] Synchronization of pins prevents to create ActionInputPin or ValuePin","2017-08-02 11:41:31"
367279,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] Activity Diagram should be able to handle correctly Exception Handler element","2017-08-02 11:37:40"
367652,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ComponentDiagram][ClassDiagram] instance specifications slots - restrict features to classifiers","2017-09-08 09:50:12"
367653,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ComponentDiagram][ClassDiagram] instance slots - restrict instance values to feature classifiers","2017-09-08 09:44:35"
368932,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivitiyDiagram] Prevent Compartment of Activity group to be selected","2017-05-11 04:10:40"
369815,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ControlMode] Parameters deletion on Controled Models doesn't work","2017-03-13 08:11:02"
370817,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles][Exports] When exporting a Model, we should also package the local profiles","2017-09-08 09:46:04"
370818,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[UML - Import] It should be possible to import models by copy","2017-09-08 09:44:17"
371043,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ClassDiagram] The action Manage connector label doesn't work on AssociationBranch","2017-09-08 09:45:59"
371373,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] Changing a parameter type on CallActions keep the ObjectFlow relation instead of deleting it","2019-02-04 04:10:05"
372022,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Core editor] Cannot open Papyrus diagrams from an archive","2017-09-08 09:52:17"
372046,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ModelSet] ModelSet should allow to have unexisting associated model.","2017-09-08 11:41:36"
373231,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] delete a parameterNode should ask for parameter deletion","2017-08-02 11:39:39"
373803,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[GMF] DiagramsUtil.getAssociatedDiagrams should use the cross referencer","2016-09-21 05:33:51"
374784,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","""Show/hide contents"" does not act as expected when an element is displayed more than once","2017-09-08 09:57:12"
374785,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Diagrams] Bad behavior when selecting elements using the SHIFT key in compartments","2017-09-08 09:52:08"
375153,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] Wizard for synchronisation suggests too much elements in the selection dialogs","2017-08-02 11:40:53"
375183,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Explorer] Pre-process cut/copied objects before pasting","2017-09-08 09:53:23"
375310,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Appearance] Label customization not properly managed with multiselection","2017-09-08 09:47:06"
375324,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Show/Hide compartment - Propagate selection to elements of same type doesn't work","2017-09-08 09:59:38"
375340,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[All diagrams] Unexpected behavior when using arrow keys to move elements","2017-09-08 09:53:38"
376065,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ControlMode] Attempting to delete a controlled element does not prompt the user to take the lock","2017-03-13 08:05:07"
377106,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ALF] AST generated from an assignment seems incorrect","2017-09-08 09:56:46"
384158,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Workbench][General] Event loop exception when adding a trigger to a transition","2017-09-08 09:53:43"
384459,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Explorer] Should provide a way to give priority to a customization","2017-09-01 09:16:44"
384570,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CSS][Export] It should be possible to export a set of stylesheets to create a Theme plug-in","2017-09-08 09:58:07"
384571,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CSS] Add new CSS selectors, to handle complex UML cases","2017-09-08 09:55:54"
385183,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Enhancement] Creating attributes , operations in Class diagrams","2017-09-08 09:54:04"
386241,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Explorer] Improve the UML ModelExplorer customization for usability","2017-09-08 09:50:58"
387526,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] PapyrusVersion EAnnotation.source is unscoped","2017-09-08 09:53:11"
387871,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] Fix the profile definition","2017-09-08 09:48:25"
389496,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Widgets] Properties view file selectors should support extension filters","2017-09-08 09:54:24"
390144,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","NPEs due to popup menu contributions still active on disposed editor","2017-09-08 11:41:55"
390801,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[UML2] Papyrus shall provide name resolution utils","2017-09-12 10:21:18"
391873,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Operation editor should move from Extra plug-ins to core","2017-09-12 10:21:33"
392055,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Explorer] displaying the full URI when an object is unreachable make it unreadable","2012-10-25 07:32:40"
392134,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Read links are not supported","2017-09-12 10:21:58"
392170,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Serialization of operation signature and body","2017-09-12 10:21:08"
392173,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] The operation editor should not allow accept statements","2017-09-12 10:21:46"
392177,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Alf editor does not support template bindings","2017-09-12 10:21:19"
392178,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Resolution of names","2017-09-12 10:21:54"
392184,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] The Alf editor forces usage of named tuples in instance creation expressions","2017-09-12 10:21:09"
392185,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Not possible to use named tuples in invocation expressions","2017-09-12 10:21:16"
392186,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Local variables not visible outside of the block where they are defined","2017-09-12 10:21:12"
392187,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Local variable declarations in 'if' statements","2017-09-12 10:21:29"
392190,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Implicit variable declarations are not supported","2017-09-12 10:21:43"
392191,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Qualified names","2017-09-12 10:21:55"
392443,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Usability] A key shortcut in order to ""repeat"" last action would be useful for some repeated action","2017-09-08 09:52:37"
392831,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Contribution] GMF Debug View","2012-10-25 09:43:47"
394105,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles][Exports] Improve the profile export usability","2017-09-08 09:51:09"
394559,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] stereotype icon format","2017-09-08 09:55:29"
394833,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Management] Papyrus shall enable to re-factor out a part of a model for reuse.","2017-09-08 09:46:24"
394888,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Team Working] Papyrus shall enable to define and apply automatic model control policies.","2017-03-13 08:07:14"
394911,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Management] Lazy loading problem for a model split into parts.","2017-09-08 09:57:39"
394965,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Core Services] Papyrus should provide a Service to retrieve the semantic roots of a ModelSet","2017-09-08 09:50:55"
396922,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] The operation editor should allow serialization even if there are errors in Alf statements","2017-09-12 10:21:44"
396945,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Alf] Migration from Indigo to Juno: Regression in InstanceCreationExpression","2017-09-12 10:21:07"
397972,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ClassDiagram] The comment links are not destroyed when the Comment#annotatedElement property changes","2017-09-08 09:45:05"
398712,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Core] Multiple issues with the PageManager","2017-09-08 09:51:42"
399267,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ClassDiagram] A Constraint cannot be graphically linked to an attribute or operation","2017-09-08 09:45:44"
399286,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Add a Convert to Ecore capability","2017-09-08 09:46:36"
399648,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[core] Sasheditor - current page selection should be managed by the Sasheditor","2017-09-08 11:41:32"
399874,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Performances][Tests] Papyrus shall provide a test bench for performance evaluation","2017-09-08 09:44:45"
399875,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Tools] Papyrus shall enable to launch and execute efficiently batch transformations.","2017-09-08 09:59:45"
399876,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Test] Improve Papyrus test coverage","2017-09-08 09:55:38"
400082,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[TextEditors] Embedded Xtext editors are not Modal","2017-09-08 09:55:15"
400209,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Stability]  Improve overall Papyrus stability","2017-09-08 09:52:05"
400210,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Core services] Papyrus shall allow model recovery","2017-09-08 09:46:20"
400298,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[core] AdditionalResourcesModel should be declared as a regular model","2017-09-08 09:53:41"
402873,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Core] ServiceUtilsForActionHandler is deprecated and should not be used anymore","2020-12-10 08:01:47"
403162,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CompositeDiagram] Selecting the label of a connector end should result in refreshing the property view on the connector end","2017-08-31 09:23:27"
403477,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] stereotype attribute value cannot be set for some attribute types","2017-09-08 09:51:03"
403582,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Service Edit] Class attribute for an association remains after indirect deletion","2017-09-08 09:51:33"
403781,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[infra.emf] EMF Tree Diagram do not work anymore","2017-09-08 11:41:35"
403913,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[OpenElementService] The OpenElementService does not work with models containing special chars","2017-09-08 09:54:38"
404804,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","UMLPackage is loaded before Papyrus is used","2017-09-08 09:53:03"
404993,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Inconsistent spelling of capitalized attributes","2017-09-08 09:52:23"
405573,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","If the client of an interfaceRealization is changed (and even if the original client is restored), an exception is raised on the selection of the interfaceRealization.","2017-09-08 09:47:34"
405575,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","""Enable Write"" action should be replaced by ""enable lock"" action for models managed in configuration","2017-09-08 09:44:06"
405592,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","The value of stereotype attributes typed by a value specification should be displayed instead of the name","2017-09-08 09:54:52"
405615,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","A feature equivalent to the ""transform into"" of the TOPCASED editor should be available","2017-09-08 09:45:06"
406313,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Hyperlink][Table] Papyrus shall support navigation to specific Table elements (Row, Column, Cell, ..?)","2017-09-08 09:45:15"
407922,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Documentation] The Papyrus UI shall be documented","2017-09-08 09:47:49"
409566,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Editor] Opening a model should open referenced projects","2017-09-08 09:56:45"
409577,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[All Diagram Editors] Papyrus shall propose an ""Initialize Diagram"" feature","2017-09-08 09:48:17"
410688,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Project Explorer] No close model option in context menu","2017-09-08 09:57:52"
413314,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Wizard] New Papyrus Model Wizard asks for .di File Name which is confusing","2017-09-08 09:55:56"
413781,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ActivityDiagram] Provide support for converting OpaqueAction into the different InvocationActions","2017-09-08 09:44:50"
414657,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ProfileDiagram] Changes to a profile diagram cause a redefinition request","2017-09-08 09:58:02"
415377,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CDO] Interactive transaction conflict resolution","2017-09-08 09:51:38"
415379,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CDO] Support branches in Model Repositories view","2017-09-08 09:47:41"
415383,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CDO] Server-side model validation and reporting","2017-09-08 09:54:22"
415390,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CDO] User guide for working with model repositories","2017-09-08 09:45:41"
415392,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CDO] Programmer's Guide for CDO integration","2017-09-08 09:43:30"
417816,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Support for manipulating UML association classes","2017-09-08 09:50:18"
417845,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[OCL] Support for calculating the (tagged) value of derived properties defined in stereotypes in a dynamic profile","2017-09-08 09:51:56"
419292,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Selecting a Type from the filtered lists does not expand the trees","2017-09-08 09:57:10"
420070,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ALFIntegration] Papyrus shall support Alf compilation for structural modeling","2017-09-12 10:21:39"
420071,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ALFIntegration] Papyrus shall support Alf model synchronization for structural modeling","2017-09-12 10:21:40"
420073,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ALFIntegration] Papyrus shall provide an editor and a compiler for alf at activy level","2017-09-12 10:21:30"
427641,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[API] Papyrus shall provide an API definition","2017-09-08 09:44:39"
429436,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CompositeDiagram] Dependency and Collaboration","2017-08-31 09:42:59"
429471,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Management] XMI serialization is different when saving imported model","2017-09-08 09:53:45"
430863,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CopyPaste] Cut & Paste does not work accross Papyrus/Eclipse instances","2017-03-13 08:32:54"
431004,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Usability] Remove useless menu bar items","2017-09-08 09:53:25"
431007,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Usability] Remove toolbar items","2017-09-08 09:46:50"
431326,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] Deal with growing profile size","2017-09-08 09:50:35"
432253,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Modeled connections disappear in diagrams when ports are hidden","2017-09-08 09:58:56"
432720,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[OCL] OCL expressions should track refactorings","2017-09-08 09:46:09"
433506,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[validation] Validation does not work from the diagram","2017-09-08 09:46:33"
434128,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[AFViewpoints] Viewpoints mechanism need to be more bulletproof (NPE)","2018-04-08 02:40:31"
434205,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] Removing profile application from parent package also removes it from its children","2019-02-08 04:45:59"
434361,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Documentation] Model and Profile Migration Guide under Help","2017-09-18 10:48:43"
434564,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[OCL] MetaModelManagers are not re-used","2017-09-08 09:58:49"
435058,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[All Diagrams] Drag and Drop should be tested","2017-09-08 09:57:08"
435244,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[TextEditors][Workbench] Papyrus clutters Workspace preferences","2017-09-08 09:49:17"
435276,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] Papyrus should not allow to apply the same stereotype twice","2018-06-01 10:15:36"
435387,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ControlMode] [Save as] Di file is not always stored in the right location after ""Save as"" on controlled unit","2017-03-13 08:06:17"
436460,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Model Explorer] can not add operation to a component from model explorer","2017-09-08 09:51:27"
436776,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Validation] Validation errors after profile migration","2014-06-06 04:29:20"
437150,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Wizard] Create new model wizard should warn of unconventional filenames","2014-06-11 09:39:33"
440443,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ModelEditor] Workspace-private sash model not copied when a model copied and pasted","2017-09-08 09:47:05"
440451,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles][Usability] Don't prompt for profiles to apply or packages to import if only one available","2017-09-08 09:54:25"
440783,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Invalid use of MissingResourceException","2014-07-30 10:16:12"
441246,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Tests] EditorReloadTest is conflicting with ResourceLoadingTest","2017-09-08 09:46:07"
444220,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Package Import] The ""import-all"" button is confusing","2014-09-16 05:14:42"
444749,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[RSA] Import package from user model doesn't work","2017-08-03 04:09:07"
445650,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Clean] Get rid of deprecated class IPageMngr","2017-09-08 09:52:07"
446191,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ControlMode] Selecting multiple packages to be subunits fails","2017-03-13 08:05:57"
446865,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","lowerValue and upperValue cardinality values not accessible through UI","2019-03-07 10:44:06"
452676,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ProfileDiagram][OCL] Should warn user when defining profile having unnamed OCL constraints","2017-09-08 09:50:43"
454040,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[OCL] Track migration of Eclipse OCL to OCL 2.5 candidate support","2017-09-08 09:53:15"
454743,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Usability] Creating a new Papyrus Project assumes I want to create a model","2017-09-08 09:48:19"
455198,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] Profile definition action should not be invoked on save action","2017-08-07 10:47:06"
456195,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[TextEditors] Inefficient xtext.builder.participants","2017-09-08 09:51:28"
456779,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Toolsmiths] Papyrus shall support an element type configuration generator for a profile","2017-09-08 09:52:31"
458539,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[naming convention]: explore a new feature for naming convention of elements","2017-12-19 08:29:45"
458905,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CopyPaste] IPasteStrategy dependsOn don't gen honored","2017-03-13 08:28:40"
459165,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Rename on project does not update references","2017-12-19 07:49:10"
459166,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ControlMode] Creating a submodel breaks references from other projects","2017-03-13 08:05:38"
459543,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Various classes in Papyrus use features from Java SE 1.7","2015-02-10 11:30:07"
461711,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Dependence not declared between ""org.eclipse.papyrus.infra.core.sasheditor"" and ""org.eclipse.papyrus.infra.gmfdiag.preferences""","2017-09-08 09:59:06"
462005,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Navigation to baseclass and subclass missing","2017-09-08 09:50:14"
462048,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","CCE in ResourceServiceProviderDescriptor.get (60)","2017-09-08 09:53:56"
463218,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Investigate Guava Linkage errors","2017-08-25 07:18:20"
463642,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Modeling Language, View, Menu] Menus and views association with modeling languages","2017-09-08 09:47:16"
464981,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Workbench] Preferences shown for closed project","2017-08-07 09:12:49"
465273,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Model file emptied","2017-09-08 09:48:47"
467665,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Primitive types cannot have any ownedAttributes","2017-09-08 09:47:19"
468282,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[CopyPaste] paste does not copy stereotype applications","2017-07-05 13:31:10"
468898,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Classifier does not see behavioral features when Interface Realization is used","2017-09-08 09:58:21"
469167,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Sync Service] NullPointerException in BadStateException.<init> (44)","2017-09-08 09:43:51"
469646,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","Papyrus ignores the EValidatorRegistry","2015-06-08 13:05:16"
475940,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ModelEditor] pageAboutToBeOpened, pageAboutToBeClosed implementation in IPageLifeCycleEventsListener","2017-09-08 09:58:42"
476099,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Profiles] Depreciate Old Papyrus Image Eannotation mechanism","2017-08-07 10:46:20"
477368,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","ClassCastException in SaveAndDirtyService.doSaveAs (315)","2017-09-08 09:46:37"
477567,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[All Diagram] Empty model doesn't save diagram","2018-06-01 08:10:35"
478130,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Wizard] All template should be visible in the new mode wizard page","2017-07-19 05:14:14"
479107,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Palettes] Provide editor for *.paletteconfiguration files","2017-08-03 05:17:31"
480511,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ServiceEdit] Enhance utility functions","2015-10-23 10:51:15"
481602,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[Palettes][UMLTypes] Allow DSML usage of org.eclipse.papyrus.uml.diagram.clazz.Link_4016","2017-08-03 05:17:14"
482245,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ElementTypes] Add a validation rule to detect a missing matcher for SpecializationTypeConfiguration","2017-03-07 12:15:37"
483309,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","[ModelEditor] Context menu lost ofter coalescing tab folders","2017-08-07 08:40:51"
