"Bug ID","Product","Component","Assignee","Status","Resolution","Changed","Summary",,
356924,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:48:53"," Type editor in property pages not updated after undo/redo of type rename action",UMLPropertiesView,
357358,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:59:50","Bad algorithm within HierarchicViewerFilter",,
357827,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:57:56"," CommandWrappers classes are duplicated all over various plugins",General,
358077,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:55:46"," The UML property view should be improved for usability concerns",UMLPropertiesView,Usability,
358800,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:12:05"," file name lost when using ""browse"" on control wizard",ControlMode,
360829,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:58"," [All Diagram][Arrange All] The action Arrange All turns inside out the model",Enhancement,All Diagram,Arrange All,
361361,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:10"," Xtext transition editor only supports natural language",StateMachineDiagram,
362194,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-18 12:25:42"," OccurrenceSpecification should have an optional stereotypable notation",SequenceDiagram,
362974,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:55:06"," Opening the ""custom"" color dialog box in the appearance tab will cause Windows to switch to another application (the dialog opens in the background).",All Diagrams,
363099,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:28","  issues with changing association class ends",ClassDiagram,
363147,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:44:57"," Delete from diagram menu disappear in non-papyrus graphical editors",General,
364062,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:07"," Multiplicity parser should not be restricted to only integer literals",UMLPropertiesView,
364586,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:57"," There should be a better support for editing UML Datatype instances",UMLPropertiesView,
365323,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:57:04"," Truncated text in combo boxes",Appearance,
365696,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:58:26","property disappear",,
365881,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:40"," Display of ports does not contain the display for required/provided interfaces from type",All Diagrams,
365889,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-02 11:37:21"," The deletion of a StructuredActivityNode not delete edges incoming or outgoing the region.",ActivityDiagram,
365891,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:49:33"," Close/open diagram shall opened the lasted tab opened",General,
365896,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-02 11:40:12"," Improvement of template parameter creation",ClassDiagram,
366159,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-05-11 04:10:54"," Activity Diagram should be able to handle correctly Interruptible Edge",ActivityDiagram,
366406,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:49:55","Dependency client and supplier attributes should be editable in UML section of the property view",,
366944,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-02 11:41:31"," Synchronization of pins prevents to create ActionInputPin or ValuePin",ActivityDiagram,
367279,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-02 11:37:40"," Activity Diagram should be able to handle correctly Exception Handler element",ActivityDiagram,
367652,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:50:12"," instance specifications slots - restrict features to classifiers",ComponentDiagram,ClassDiagram,
367653,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:44:35"," instance slots - restrict instance values to feature classifiers",ComponentDiagram,ClassDiagram,
368932,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-05-11 04:10:40"," Prevent Compartment of Activity group to be selected",ActivitiyDiagram,
369815,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:11:02"," Parameters deletion on Controled Models doesn't work",ControlMode,
370817,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:04"," When exporting a Model we should also package the local profiles",Profiles,Exports,
370818,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:44:17"," It should be possible to import models by copy",UML - Import,
371043,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:45:59"," The action Manage connector label doesn't work on AssociationBranch",ClassDiagram,
371373,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2019-02-04 04:10:05"," Changing a parameter type on CallActions keep the ObjectFlow relation instead of deleting it",ActivityDiagram,
372022,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:17"," Cannot open Papyrus diagrams from an archive",Core editor,
372046,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 11:41:36"," ModelSet should allow to have unexisting associated model.",ModelSet,
373231,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-02 11:39:39"," delete a parameterNode should ask for parameter deletion",ActivityDiagram,
373803,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2016-09-21 05:33:51"," DiagramsUtil.getAssociatedDiagrams should use the cross referencer",GMF,
374784,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:57:12","""Show/hide contents"" does not act as expected when an element is displayed more than once",,
374785,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:08"," Bad behavior when selecting elements using the SHIFT key in compartments",Diagrams,
375153,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-02 11:40:53"," Wizard for synchronisation suggests too much elements in the selection dialogs",ActivityDiagram,
375183,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:23"," Pre-process cut/copied objects before pasting",Model Explorer,
375310,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:06"," Label customization not properly managed with multiselection",Appearance,
375324,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:59:38","Show/Hide compartment - Propagate selection to elements of same type doesn't work",,
375340,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:38"," Unexpected behavior when using arrow keys to move elements",All diagrams,
376065,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:05:07"," Attempting to delete a controlled element does not prompt the user to take the lock",ControlMode,
377106,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:56:46"," AST generated from an assignment seems incorrect",ALF,
384158,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:43"," Event loop exception when adding a trigger to a transition",Workbench,General,
384459,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-01 09:16:44"," Should provide a way to give priority to a customization",Model Explorer,
384570,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:58:07"," It should be possible to export a set of stylesheets to create a Theme plug-in",CSS,Export,
384571,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:55:54"," Add new CSS selectors to handle complex UML cases",CSS,
385183,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:54:04"," Creating attributes  operations in Class diagrams",Enhancement,
386241,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:50:58"," Improve the UML ModelExplorer customization for usability",Model Explorer,
387526,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:11"," PapyrusVersion EAnnotation.source is unscoped",Profiles,
387871,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:48:25"," Fix the profile definition",Profiles,
389496,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:54:24"," Properties view file selectors should support extension filters",Widgets,
390144,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 11:41:55","NPEs due to popup menu contributions still active on disposed editor",,
390801,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:18"," Papyrus shall provide name resolution utils",UML2,
391873,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:33"," Operation editor should move from Extra plug-ins to core",Alf,
392055,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2012-10-25 07:32:40"," displaying the full URI when an object is unreachable make it unreadable",Model Explorer,
392134,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:58"," Read links are not supported",Alf,
392170,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:08"," Serialization of operation signature and body",Alf,
392173,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:46"," The operation editor should not allow accept statements",Alf,
392177,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:19"," Alf editor does not support template bindings",Alf,
392178,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:54"," Resolution of names",Alf,
392184,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:09"," The Alf editor forces usage of named tuples in instance creation expressions",Alf,
392185,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:16"," Not possible to use named tuples in invocation expressions",Alf,
392186,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:12"," Local variables not visible outside of the block where they are defined",Alf,
392187,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:29"," Local variable declarations in 'if' statements",Alf,
392190,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:43"," Implicit variable declarations are not supported",Alf,
392191,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:55"," Qualified names",Alf,
392443,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:37"," A key shortcut in order to ""repeat"" last action would be useful for some repeated action",Usability,
392831,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2012-10-25 09:43:47"," GMF Debug View",Contribution,
394105,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:09"," Improve the profile export usability",Profiles,Exports,
394559,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:55:29"," stereotype icon format",Profiles,
394833,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:24"," Papyrus shall enable to re-factor out a part of a model for reuse.",Model Management,
394888,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:07:14"," Papyrus shall enable to define and apply automatic model control policies.",Team Working,
394911,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:57:39"," Lazy loading problem for a model split into parts.",Model Management,
394965,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:50:55"," Papyrus should provide a Service to retrieve the semantic roots of a ModelSet",Core Services,
396922,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:44"," The operation editor should allow serialization even if there are errors in Alf statements",Alf,
396945,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:07"," Migration from Indigo to Juno: Regression in InstanceCreationExpression",Alf,
397972,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:45:05"," The comment links are not destroyed when the Comment#annotatedElement property changes",ClassDiagram,
398712,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:42"," Multiple issues with the PageManager",Core,
399267,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:45:44"," A Constraint cannot be graphically linked to an attribute or operation",ClassDiagram,
399286,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:36","Add a Convert to Ecore capability",,
399648,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 11:41:32"," Sasheditor - current page selection should be managed by the Sasheditor",core,
399874,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:44:45"," Papyrus shall provide a test bench for performance evaluation",Performances,Tests,
399875,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:59:45"," Papyrus shall enable to launch and execute efficiently batch transformations.",Tools,
399876,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:55:38"," Improve Papyrus test coverage",Test,
400082,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:55:15"," Embedded Xtext editors are not Modal",TextEditors,
400209,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:05","  Improve overall Papyrus stability",Stability,
400210,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:20"," Papyrus shall allow model recovery",Core services,
400298,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:41"," AdditionalResourcesModel should be declared as a regular model",core,
402873,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2020-12-10 08:01:47"," ServiceUtilsForActionHandler is deprecated and should not be used anymore",Core,
403162,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-31 09:23:27"," Selecting the label of a connector end should result in refreshing the property view on the connector end",CompositeDiagram,
403477,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:03"," stereotype attribute value cannot be set for some attribute types",Profiles,
403582,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:33"," Class attribute for an association remains after indirect deletion",Service Edit,
403781,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 11:41:35"," EMF Tree Diagram do not work anymore",infra.emf,
403913,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:54:38"," The OpenElementService does not work with models containing special chars",OpenElementService,
404804,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:03","UMLPackage is loaded before Papyrus is used",,
404993,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:23","Inconsistent spelling of capitalized attributes",,
405573,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:34","If the client of an interfaceRealization is changed (and even if the original client is restored) an exception is raised on the selection of the interfaceRealization.",,
405575,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:44:06","""Enable Write"" action should be replaced by ""enable lock"" action for models managed in configuration",,
405592,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:54:52","The value of stereotype attributes typed by a value specification should be displayed instead of the name",,
405615,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:45:06","A feature equivalent to the ""transform into"" of the TOPCASED editor should be available",,
406313,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:45:15"," Papyrus shall support navigation to specific Table elements (Row Column Cell ..?)",Hyperlink,Table,
407922,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:49"," The Papyrus UI shall be documented",Documentation,
409566,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:56:45"," Opening a model should open referenced projects",Editor,
409577,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:48:17"," Papyrus shall propose an ""Initialize Diagram"" feature",All Diagram Editors,
410688,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:57:52"," No close model option in context menu",Project Explorer,
413314,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:55:56"," New Papyrus Model Wizard asks for .di File Name which is confusing",Wizard,
413781,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:44:50"," Provide support for converting OpaqueAction into the different InvocationActions",ActivityDiagram,
414657,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:58:02"," Changes to a profile diagram cause a redefinition request",ProfileDiagram,
415377,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:38"," Interactive transaction conflict resolution",CDO,
415379,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:41"," Support branches in Model Repositories view",CDO,
415383,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:54:22"," Server-side model validation and reporting",CDO,
415390,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:45:41"," User guide for working with model repositories",CDO,
415392,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:43:30"," Programmer's Guide for CDO integration",CDO,
417816,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:50:18","Support for manipulating UML association classes",,
417845,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:56"," Support for calculating the (tagged) value of derived properties defined in stereotypes in a dynamic profile",OCL,
419292,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:57:10","Selecting a Type from the filtered lists does not expand the trees",,
420070,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:39"," Papyrus shall support Alf compilation for structural modeling",ALFIntegration,
420071,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:40"," Papyrus shall support Alf model synchronization for structural modeling",ALFIntegration,
420073,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-12 10:21:30"," Papyrus shall provide an editor and a compiler for alf at activy level",ALFIntegration,
427641,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:44:39"," Papyrus shall provide an API definition",API,
429436,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-31 09:42:59"," Dependency and Collaboration",CompositeDiagram,
429471,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:45"," XMI serialization is different when saving imported model",Model Management,
430863,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:32:54"," Cut & Paste does not work accross Papyrus/Eclipse instances",CopyPaste,
431004,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:25"," Remove useless menu bar items",Usability,
431007,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:50"," Remove toolbar items",Usability,
431326,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:50:35"," Deal with growing profile size",Profiles,
432253,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:58:56","Modeled connections disappear in diagrams when ports are hidden",,
432720,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:09"," OCL expressions should track refactorings",OCL,
433506,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:33"," Validation does not work from the diagram",validation,
434128,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2018-04-08 02:40:31"," Viewpoints mechanism need to be more bulletproof (NPE)",AFViewpoints,
434205,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2019-02-08 04:45:59"," Removing profile application from parent package also removes it from its children",Profiles,
434361,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-18 10:48:43"," Model and Profile Migration Guide under Help",Documentation,
434564,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:58:49"," MetaModelManagers are not re-used",OCL,
435058,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:57:08"," Drag and Drop should be tested",All Diagrams,
435244,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:49:17"," Papyrus clutters Workspace preferences",TextEditors,Workbench,
435276,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2018-06-01 10:15:36"," Papyrus should not allow to apply the same stereotype twice",Profiles,
435387,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:06:17"," [Save as] Di file is not always stored in the right location after ""Save as"" on controlled unit",ControlMode,Save as,
436460,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:27"," can not add operation to a component from model explorer",Model Explorer,
436776,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2014-06-06 04:29:20"," Validation errors after profile migration",Validation,
437150,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2014-06-11 09:39:33"," Create new model wizard should warn of unconventional filenames",Wizard,
440443,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:05"," Workspace-private sash model not copied when a model copied and pasted",ModelEditor,
440451,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:54:25"," Don't prompt for profiles to apply or packages to import if only one available",Profiles,Usability,
440783,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2014-07-30 10:16:12","Invalid use of MissingResourceException",,
441246,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:07"," EditorReloadTest is conflicting with ResourceLoadingTest",Tests,
444220,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2014-09-16 05:14:42"," The ""import-all"" button is confusing",Package Import,
444749,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-03 04:09:07"," Import package from user model doesn't work",RSA,
445650,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:07"," Get rid of deprecated class IPageMngr",Clean,
446191,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:05:57"," Selecting multiple packages to be subunits fails",ControlMode,
446865,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2019-03-07 10:44:06","lowerValue and upperValue cardinality values not accessible through UI",,
452676,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:50:43"," Should warn user when defining profile having unnamed OCL constraints",ProfileDiagram,OCL,
454040,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:15"," Track migration of Eclipse OCL to OCL 2.5 candidate support",OCL,
454743,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:48:19"," Creating a new Papyrus Project assumes I want to create a model",Usability,
455198,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-07 10:47:06"," Profile definition action should not be invoked on save action",Profiles,
456195,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:51:28"," Inefficient xtext.builder.participants",TextEditors,
456779,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:52:31"," Papyrus shall support an element type configuration generator for a profile",Toolsmiths,
458539,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-12-19 08:29:45",": explore a new feature for naming convention of elements",naming convention,
458905,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:28:40"," IPasteStrategy dependsOn don't gen honored",CopyPaste,
459165,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-12-19 07:49:10","Rename on project does not update references",,
459166,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-13 08:05:38"," Creating a submodel breaks references from other projects",ControlMode,
459543,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2015-02-10 11:30:07","Various classes in Papyrus use features from Java SE 1.7",,
461711,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:59:06","Dependence not declared between ""org.eclipse.papyrus.infra.core.sasheditor"" and ""org.eclipse.papyrus.infra.gmfdiag.preferences""",,
462005,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:50:14","Navigation to baseclass and subclass missing",,
462048,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:53:56","CCE in ResourceServiceProviderDescriptor.get (60)",,
463218,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-25 07:18:20","Investigate Guava Linkage errors",,
463642,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:16"," Menus and views association with modeling languages",Modeling Language View Menu,
464981,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-07 09:12:49"," Preferences shown for closed project",Workbench,
465273,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:48:47","Model file emptied",,
467665,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:47:19","Primitive types cannot have any ownedAttributes",,
468282,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-07-05 13:31:10"," paste does not copy stereotype applications",CopyPaste,
468898,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:58:21","Classifier does not see behavioral features when Interface Realization is used",,
469167,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:43:51"," NullPointerException in BadStateException.<init> (44)",Sync Service,
469646,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2015-06-08 13:05:16","Papyrus ignores the EValidatorRegistry",,
475940,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:58:42"," pageAboutToBeOpened pageAboutToBeClosed implementation in IPageLifeCycleEventsListener",ModelEditor,
476099,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-07 10:46:20"," Depreciate Old Papyrus Image Eannotation mechanism",Profiles,
477368,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:46:37","ClassCastException in SaveAndDirtyService.doSaveAs (315)",,
477567,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2018-06-01 08:10:35"," Empty model doesn't save diagram",All Diagram,
478130,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-07-19 05:14:14"," All template should be visible in the new mode wizard page",Wizard,
479107,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-03 05:17:31"," Provide editor for *.paletteconfiguration files",Palettes,
480511,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2015-10-23 10:51:15"," Enhance utility functions",ServiceEdit,
481602,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-03 05:17:14"," Allow DSML usage of org.eclipse.papyrus.uml.diagram.clazz.Link_4016",Palettes,UMLTypes,
482245,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-03-07 12:15:37"," Add a validation rule to detect a missing matcher for SpecializationTypeConfiguration",ElementTypes,
483309,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-07 08:40:51"," Context menu lost ofter coalescing tab folders",ModelEditor,
483755,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2018-05-04 05:26:22"," Creation rule should allow Sub-stereotype for Viewpoint configurations",AFViewpoints,
483801,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-08-02 12:24:52"," Project creation wizard API - Refactor needed",Wizard,
484001,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2015-12-17 08:56:47"," Investigate the 5 remaining Papyrus bundles on early  startup",User Experience,
484028,"Papyrus","Core","mdt-papyrus-inbox","NEW"," ---","2017-09-08 09:59:57"," [ElementTypes] Add key binding",NewChild,ElementTypes,
